,Unnamed: 0,Date,Title,Description,score1
2032,2032,"April 28, 2019, Sunday",Yes Bank clean-up to continue as Gill shifts focus to governance practices,Gill said the new leadership is very serious about confirming to the highest standards of governance and also set new industry ...,neutral
2033,2033,"April 27, 2019, Saturday","Puri, Sobti may take chairman's office if bank directors' age cap is raised",Alignment of bank directors' age limit with the cap of 75 years prescribed under Companies Act will help them retain board seats,neutral
2034,2034,"April 27, 2019, Saturday","Disclosing annual inspection reports may drag RBI, banks to court",SC reprimanded RBI on Friday for not disclosing information sought under the RTI citing 'fiduciary relationship' with banks,neutral
2035,2035,"April 27, 2019, Saturday","YES Bank posts first-ever quarterly loss of Rs 1,507 cr due to bad loans","For the full year, the bank's net profit more than halved to Rs 1,709.3 crore from Rs 4,233 crore in 2017-18",negative
2036,2036,"April 26, 2019, Friday","Axis Bank plans to raise Rs 35,000 crore to fund business growth","The bank has reported a net profit of Rs 1,505 crore for the March quarter of 2018-19",neutral
2037,2037,"April 26, 2019, Friday",Last chance for RBI to give info on bank inspection reports under RTI: SC,"SC holds RBI in contempt of court, but gives it one last chance to withdraw disclosure policy, follow 2015 orders",neutral
2038,2038,"April 26, 2019, Friday",IBC resolution plans yielded 200% liquidation value for creditors: MS Sahoo,He explained that markets regulator Sebi has exempted acquisitions under resolution plans from making public offers under the ...,neutral
2039,2039,"April 25, 2019, Thursday",RBI may allow 66% lenders' approval for resolution of stressed assets,"The original February 12, 2018, circular was explicit that resolution plans should be drawn up on unanimous approval by all ...",neutral
2040,2040,"April 24, 2019, Wednesday",IOB's loss making branches down to 157 from peak of 742,"The lender has focused Strongly on cost reduction, bank rationalisation and NPA recoveries; today, only 5% of its branches are ...",negative
2041,2041,"April 24, 2019, Wednesday","TTD fixed deposits in several banks crosses Rs 12,000 crore mark",The temple official said the over 2000-year-old Lord Venkateswara temple was growing richer by the year with an annual income of ...,neutral
2042,2042,"April 23, 2019, Tuesday",RBI's new norms to force small businesses to get cash management act right,"From the start of this fiscal, firms with a working capital limit of Rs 150 crore and above will first have to avail of 40% of it ...",neutral
2043,2043,"April 23, 2019, Tuesday","MFIs, small banks will need external capital of Rs 4,700 cr in three years",Rating agency ICRA in its outlook for the microfinance sector said that more than 90 per cent of the capital raised in FY2019 was ...,neutral
2044,2044,"April 23, 2019, Tuesday","From Sachin Bansal to Ratan Tata, MFIs pique investor interest","Reach, cost and distribution are three key factors driving corporate entities into the microfinance sector",neutral
2045,2045,"April 23, 2019, Tuesday",Money laundering case: ED orders Kochhars to appear with asset lists,Chanda Kochhar also has to provide income-tax returns in her individual capacity and of companies if she was a director or held ...,neutral
2046,2046,"April 22, 2019, Monday",Extend special loans to Jet to clear staff dues: Bank employees union,All-India Bank Employees Association praises SBI-led lenders for deft handling of Jet case,neutral
2047,2047,"April 21, 2019, Sunday",Credit bureaus turn to data analytics to provide holistic credit scores,Credit bureaus are increasingly focusing on custom data analytics and alternative data partnerships with fintech companies,neutral
2048,2048,"April 21, 2019, Sunday",How will RBI walk the tightrope on legal issues concerning stressed assets?,"While coming up with a revised framework for resolution of stressed assets, the regulator should be careful of the potential for ...",neutral
2049,2049,"April 21, 2019, Sunday",Deposits in Jan Dhan accounts fast inching towards Rs 1-trillion mark,"The Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched on August 28, 2014 with an aim to provide universal access to banking ...",neutral
2050,2050,"April 20, 2019, Saturday","HDFC Bank Q4 net profit up 22% to Rs 5,885 crore on interest income growth","Net interest income for the quarter increased 22.8 per cent to Rs 13,089.5 crore from Rs 10,657.7 crore in the same period of the ...",positive
2051,2051,"April 20, 2019, Saturday","At Rs 26,200 crore, NBFC-MFIs see 170% rise in securitisation deals in FY19","According to MFIs, one of the factors behind the rise in securitisation deals was State Bank of India's (SBI) decision to buy ...",positive
2052,2052,"April 20, 2019, Saturday",Did not issue five-day-working instruction for commercial banks: RBI,"Currently, branches of commercial banks observe holiday only on second and fourth Saturday of a month apart from Sunday",neutral
2053,2053,"April 20, 2019, Saturday",RBI's liquidity ops for banks a temporary fix; cash still in short supply,"Currency dealers say the central bank has the scope to do another $5 billion swap, considering that banks have extra dollar ...",neutral
2054,2054,"April 19, 2019, Friday",Non-life insurance premium up 13% at Rs 1.7 trillion in FY19: Irdai,The 34 non-life insurers had a gross premium of Rs 1.51 trillion in 2017-18,positive
2055,2055,"April 19, 2019, Friday",RBL Bank Q4 net profit rises 39% to Rs 247 crore on interest margins,The net interest margins rose to 4.23% in Q4FY19 from 3.98 per cent in Q4FY18,positive
2056,2056,"April 18, 2019, Thursday",Deutsche Bank appoints Kaushik Shaparia as CEO to succeed Ravneet Gill,Shaparia's appointment will be effective from May 2019,neutral
2057,2057,"April 18, 2019, Thursday","RBI governor Das flags growth slowdown, Viral Acharya advocates caution","The RBI governor advocated a 25 basis points cut, showed minutes of the MPC",negative
2058,2058,"April 18, 2019, Thursday",P2P firms seek RBI relaxation on lending limit,"At present, borrowing  from the P2P platform by a single entity is also limited to Rs 10 lakh. Most micro and small enterprises ...",neutral
2059,2059,"April 17, 2019, Wednesday","United Bank of India cuts MCLR by 5 basis points, effective Thursday",One-year marginal cost of funds-based lending rate (MCLR) has been reduced to 8.80 per cent from 8.85 per cent,neutral
2060,2060,"April 16, 2019, Tuesday",Banks must flag bad loans as NPAs after 90-day default: RBI to NCLAT,Sixty-nine firms of the group have been classified under categories based on their ability to service routine debt obligations,neutral
2061,2061,"April 16, 2019, Tuesday",Revival in investor sentiment for NBFCs may be a long-drawn process,"Liquidity has improved, but 20 out of 24 NBFC stocks are staring at an over 5% reduction in 12-month target prices.",neutral
2062,2062,"April 14, 2019, Sunday","Creditors recover nearly half of total claims of Rs 1.42 trn, shows data",Affidavit by IBBI filed in NCLAT shows data of 88 successful CIRP,neutral
2063,2063,"April 13, 2019, Saturday","Unsecured lending categories grew at 31.3% in 2018, says CIBIL report",All major consumer lending products experienced double-digit percentage growth,positive
2064,2064,"April 13, 2019, Saturday",EMs risk breaking out of the hegemony of dominant currencies: RBI Governor,Das was speaking at the IMF's 'Governor Talks' programme at the International Monetary Fund-World Bank Spring Meetings,negative
2065,2065,"April 12, 2019, Friday","IL&FS mess: India's shadow banks run out of options, sell bonds to public","Mutual funds and institutional investors are still wary of lending to non-bank financiers, and tighter market liquidity has ...",neutral
2066,2066,"April 11, 2019, Thursday",Banks Board Bureau pushes for governance reforms in public sector banks,The BBB has told the government to improve the operative environment and selection process for filing up post of directors on PSB ...,neutral
2067,2067,"April 11, 2019, Thursday","Bank credit growth loses momentum, up 13.24% to Rs 97.67 trillion","In the year-ago fortnight, deposits were at Rs 114.26 trillion and advances at Rs 86.25 trillion",positive
2068,2068,"April 11, 2019, Thursday","Banks close FY19 with 13.24% credit growth, deposits up 10.03%",Bank deposit growth fell to a five-decade low in year to March 2017 as demonetisation bonanza withered,positive
2069,2069,"April 11, 2019, Thursday",IMF flags concern over India's high stock of bad bank loans,"Officials say bad debt recovery process should not be hindered. Also, growth should be more inclusive",negative
2070,2070,"April 10, 2019, Wednesday",Some top bankers chart their own path amid crisis in India credit,The individuals branching out face huge risks succeeding where financial institutions with deeper pockets stumbled,neutral
2071,2071,"April 10, 2019, Wednesday","Karnam Sekar to take over as MD, CEO of Indian Overseas Bank from July 1","Murali Ramaswami, executive director at Vijay Bank, will move to Bank of Baroda",neutral
2072,2072,"April 09, 2019, Tuesday",Between Peter and Paul: Banks continue to be blindsided on dud loans,The information asymmetry on credit continues to plague banks,neutral
2073,2073,"April 09, 2019, Tuesday","State Bank of India cuts MCLR by 5 bps, home loans cheaper by 10 bps","One-year MCLR will be 8.50% per annum (pa). The interest rates on all loans linked to MCLR stand reduced by 5 bps from April 10, ...",neutral
2074,2074,"April 09, 2019, Tuesday",IOB reduces lending rate of 1-year loans by a marginal 5 bps to 8.65%,Indian Overseas Bank is the second state-run lender to reduce MCLR following a second consecutive 25 bps cut in the repo rate by ...,neutral
2075,2075,"April 09, 2019, Tuesday",Retail loan growth slows in Q4CY18: CIBIL,"While the pace of growth of retail loans has slowed, the demand for credit products has accelerated due to factors like rising ...",negative
2076,2076,"April 09, 2019, Tuesday","SBI buys loans worth Rs 27,000 cr from non-banking financial cos in FY19","Flush with funds, SBI in October 2018 had tripled its target to buy good quality retail asset portfolio from finance companies to ...",neutral
2077,2077,"April 08, 2019, Monday",Banks to lead earnings growth in Q4; Nifty50 firms' profit may grow by 23%,Earnings of Nifty50 firms may grow by 23.6% in March quarter despite 10-quarter low revenue growth,positive
2078,2078,"April 08, 2019, Monday","HDFC Bank plans to raise up to Rs 50,000 crore in FY19 by issuing bonds",The bank said its board of directors will consider the proposal at its ensuing meeting on April 20,neutral
