,Date,Title,score1
2586,"February 28, 2013, Thursday","Banks can act as insurance brokers, KYC norms simplified.Budget paves way for lowering twin deficits, says RBI.Government plans India's first women's bank.Rs 14,000 crore for PSB recapitalisation.Women's share grows in Budget speech, literally.Banks can act as insurance brokers: FM.Govt to infuse Rs 14,000 cr in public banks during FY14.First all-women bank by Oct: Chidambaram.Budget 2013: Farm credit enhanced by Rs 1.25 lakh crore for FY14.PE companies look at growing opportunities in logistics sector.Blackstone calls off deal with Visa Power.SBI cuts premium on senior citizens' deposits.Dip in inflation makes case for rate cut.State-owned banks' bad loans manageable.New LIC premiums fall more than sector's during April-January.A deal-making craze? Yes, with caveats.Standard Chartered in talks to acquire Morgan Stanley India wealth unit.HDFC Bank raises $500 mn",neutral
2587,"February 27, 2013, Wednesday","Nabard projects credit plan of Rs 68,172 cr for state in FY14.SBI raises fixed deposit rates by 0.25%.Sebi and Irda clash again.Retail bond issue down 78% in FY13 as loan demand declines.IIFCL to launch credit enhancement scheme.Govt extends RBI dy governor Sinha's term till Jan 2014.Nod to realtors and brokerages if fit and proper: Chakrabarty.Relax norms for foreign banks in India, says Japan.Rajat Gupta asked to repay $6.22 million to Goldman",neutral
2588,"February 26, 2013, Tuesday","NBFCs want priority sector tag to attract bank funds.Business growth: private banks outpace public sector peers.Credit card base to reach 19 mn by FY13 end.Andhra Bank to cut base rate to 14.50%.More than 60,000 ATMs to be opened in rural areas in 2 yrs: govt.New entrants may face hurdle to man branches in unbanked areas.Japan's 7-Eleven eyeing Indian white label ATM space.SKS to decide on banking foray in May.Shriram Group to enter the fray.RBI imposes Rs 1,000 withdrawal limit on Rupee Co-op Bank.Murugappa Group to examine RBI's guidelines.RBI to infuse Rs 10,000-crore liquidity via OMO route.Indian banking sector to see revival in FY15, says S&P.Liberty Videocon sets premium target of Rs 120 crore for 2013.IIFCL's second tranche of bonds issue opens.SBI fixes share issue price at Rs 2,312",neutral
2589,"February 25, 2013, Monday","SBI sanctions Rs 2,500 cr loan to Vizag Steel Plant.LIC new single premium plan in market.SBI warns of stringent action against Kingfisher Airlines.RBI may give maximum 5 new bank licences: analysts",neutral
2590,"February 24, 2013, Sunday","WestBridge makes first PE investment from new fund.Banks, Electrosteel in talks to tie up funds for steel project.PNB welcomes RBI guidelines on banking licence.Exim Bank seeks sops for manufacturing sector.Analysts welcome prudential buffers in new bank licence norms.BoB to trim bank's wholesale book to below 40%.MFIs may challenge HC ruling, see 40% growth in FY'13.Over dozen corporates, PSUs queue up for banking licences",neutral
2591,"February 23, 2013, Saturday","No need to ban high-NAV products: Insurers.Dena Bank eyes healthcare biz to boost retail book.India poised to issue bank licences to corporate players.New banks: RBI welcomes all, but sets stiff riders.Realtors, brokerages may face hurdles.Anand Sinha set to get another year as RBI dy governor.High asset price volatility clause may be a hindrance.Guidelines fair and open to all, says India Inc.Holding company to ring-fence bank.Conversion challenge before NBFCs.Catholic Syrian Bank to launch rights issue.Priority sector norms pose a tough task.EU widens lending benchmark investigation to Swiss franc.Reserve Bank data show sales growth moderation in FY12.Regulators offer banks chance to avoid fines in benchmark probe.FinMin expects RBI to issue licenses by FY 14 end.RIL may apply for bank licence",negative
2592,"February 22, 2013, Friday","Few NBFCs may face challenges in converting into bank.New banking guidelines in two minutes.Corporates keen to enter banking space, welcome RBI norms.Murugappa Group to examine RBI banking foray guidelines.Holding company to ring fence banks from promoter groups' biz.Nabard sees Gujarat's farm loan potential at Rs 41K crore next fiscal.RBI announces final guidelines on new banking licences.Unclaimed deposits of over Rs 2,481 cr in banks till Dec 2011.IDBI Bank, Exim Bank to co-finance export-oriented companies.Irda issues norms to bring clarity in health insurance.Realtors, brokers to get RBI lifeline.Smaller lenders to recover Kingfisher dues by March 31.Former LIC chief takes charge as Irda chairman.Foreign investors lose appetite for FCCBs.'Banks require Rs 2.7 lakh cr for Basel-III'",neutral
2593,"February 21, 2013, Thursday","Banks require Rs 2.7 lakh cr capital for Basel-3: Crisil.India's first social sector pvt equity fund gets SEBI nod.IOB eyes Rs 1,000 cr through issue of equity shares to govt.Industry should look at reducing bad debt: IOB chairman.TS Vijayan: The comeback man.Banks need Rs 1.4 trillion in non-equity core capital: Crisil.Federal Bank cuts base rate by 0.25 per cent.Life normal in West Bengal on second day of trade union strike.Banking, postal services hit on 2nd day of strike in TN.Bandh cripples banking operations on day 2.Banks step up efforts to prevent credit card frauds.Complex agenda for new insurance regulator chief.Irda slaps Rs 50-lakh penalty on SKS Microfinance.Companies plan second tranche of tax-free bonds.Bank credit up 16.36%, deposits increase 13.2%.ICICI Venture hires JLL to sell Express Towers stake.E-retailers stare at bleak funding scenario.PEs still cautious about investing in MFIs.Study: Card usage contributed $1.5 bn to India's GDP.RedBus eyes $20 mn via PE route",neutral
2594,"February 20, 2013, Wednesday","RBI tightens norms for import of precious, semi-precious stone.India has seen lowest no of credit card fraud cases: Visa.Indian Overseas Bank to raise Rs 1000 cr through preferential issue.Nestle Q4 profit rises 21% to Rs 279 crore.HUDCO to raise up to Rs 2,805 cr through tax-free bonds.FinMin to prepare cabinet note for setting up PSU ETF.PSU bank employees go on two-day strike.Lower retail loan rates may pinch banks' margins.Portable ATMs gain popularity among banks.Banks eye high arbitrage profits.Govt questions IFCI on Dec quarter performance.ICICI-led infra debt fund launched.SBI opens second branch in China.Adhere to guidelines governing business of micro insurance, Irda tells LIC.HDFC Bank replacing merchant terminals.BofA attracted record assets last year",positive
2595,"February 19, 2013, Tuesday","Reliance MF launches RGESS compliant fund.AP MFIs see growth in loan portfolio, disbursements.ICICI-led Infradebt fund launched.GSK Pharma Q4 net inches up 1.3% at Rs 138 cr.Espirito Santo forays into investment banking in India.As banks cut rates, NBFCs offer higher returns.St expects more OMOs, CRR cut to ease liquidity deficit.Room for monetary easing limited, says RBI governor.Finance ministry and I were like husband and wife: Hari Narayan.Aspirants to get a year to set up banks: Sinha.T S Vijayan likely to be next insurance regulator.Negotiations with KFA have not been fruitful: SBI chairman.Pratip Chaudhuri on NPAs",neutral
2596,"February 18, 2013, Monday","Insurers can offer cover to Indian refineries for Iran crude import: Irda.Final banking licence guidelines soon: RBI Deputy Governor.'SBI should be able realise good part of Rs 1,700 cr'.Increase in NPA due to stress in iron, steel & textile sector: SBI.Negotiations with Kingfisher Airlines have not been fruitful: SBI Chairman.Bad loans of listed banks rise 50%: study.Nearly 209 co-oper banks need to raise Rs 4,024 cr by 2014-15 : RBI committee.Risk charge on debt papers not to affect insurers' appetite.Danish bank enters India",neutral
2597,"February 17, 2013, Sunday","Jharkhand witnesses slow progress in kisan card distribution.PSU bank staff to go on two-day strike from Feb 20.Central Bank of India to get capital support of Rs 2,406 cr",negative
2598,"February 16, 2013, Saturday",India's room for monetary easing is limited: Subbarao.MFIs will be relevant for 10-15 years as our banking system is inefficient: Chakrabarty.Cambridge enters banking biz to lift endowment.One-man bank keeps German village business running.RBI to cap interest charged by MFIs at 26%.RBI sees limited room to ease policy.Bank of India might exit BOI Shareholding.Government banks see dip in Tier-I capital.HDFC to raise Rs 407 cr from IFC.Insurers want to tap RGESS to push Ulip sales.Lehman Brothers seeks to question 'London Whale',neutral
2599,"February 15, 2013, Friday",Tata Capital to pick up stake in Star Health.AP grameena bank opens 135 ultra small branches in a day.SBI ties up with EPC Industrie.Asset quality stress rises for govt banks.Loan market: State Bank's gain is loss for others.Libor fallout: RBI takes a re-look at Mibor.SBI net growth disappoints market.RBI tweaks gold deposit scheme provisions.IFC to infuse Rs 130 cr in Ratnakar Bank.RBI: Retail payment innovations a challenge.Sebi slaps over Rs 30-cr penalty on 118 entities in BoR case,negative
2600,"February 14, 2013, Thursday","Sebi slaps over Rs 30 cr penalty on 118 entities in BoR case.SBI: No loans to troubled Sahara cos; has Rs 800cr in deposits.SBI opens five e-corners in West Bengal.KFA's collateral enough to cover dues, say banks.Long bankers' queue for Lakshmi Vilas Bank CEO.Insurance sector looking for remunerative tax incentives.Blackstone bets on low-risk realty assets.Citigroup, Blackstone vie to infuse Rs 538 cr in Shriram's cement biz.Electronic payment space continues to lure investors.CP rates increase on tight liquidity.RBI committee to review facilities to exporters.Govt may infuse Rs 20,000-cr capital in PSU banks in FY14.ING to cut 2,400 jobs.Power Grid Corporation of India to raise Rs 3,000 crore",neutral
2601,"February 13, 2013, Wednesday","Govt may infuse Rs 20,000 cr capital in PSU banks in FY'14.NIIT IFBI announces National Banking Entrance Test.IFC to make an equity investment in PE-backed Ratnakar Bank.RBI's open market purchase of Rs 10,000-crore gilts on Friday.LIC investment touches Rs 14.8 lakh crore in December.BoI aims to shed Rs 2,600-cr NPAs by March '14.Complaints pile up at Mumbai insurance ombudsman office.RBS chairman says CEO's pay 'modest'",neutral
2602,"February 12, 2013, Tuesday",CAD headed towards record high: Subbarao.SKS closes Rs 390-cr securitisation deals.Bulk deposit rates rise amid tight liquidity.RBI forex activity dips in Dec,positive
2603,"February 11, 2013, Monday","CRISIL downgrades Bharat Oman Refineries loans.Govt may not cancel bond auction even as cash pile grows.SBI, SBI General Insurance provides personal accident cover.SKS Microfinance closes Rs 390-crore securitisation deals",neutral
2604,"February 10, 2013, Sunday","IL&FS to invest Rs 150cr in Hyd residential project.United Bank of India to get Rs 100 cr capital support.Term funds can ease banks' funding strains, boost liquidity: India Ratings",positive
2605,"February 09, 2013, Saturday",Multiplicity of frauds keeps banks jittery.FM launches first IDF.FM launches first Infrastructure Debt Fund.RBI says will reach consensus with govt.Irda sticks to its guns on LIC.Srei Infra to sell United Spirits shares to Diageo.Bankers want SLR reduced if HTM bond limit is cut.'Secure systems to tackle card frauds',neutral
2606,"February 08, 2013, Friday","Inflation still high, says Subbarao.New bancassurance rules to be delayed.S&P affirms BBB-, A-3 ratings on Axis Bank with negative outlook.IDBI Bank crosses Rs 1 lakh cr mark in central tax collections in FY13.LIC to conduct probe on HDFC Life issue.SBH cuts base rate by 5 bps, BPLR by 10 bps.Irda uncomfortable with investment flow into insurance from tax havens.Term liability can ease funding strain in banks, boost liquidity: India Ratings.RBI deputy expects bank licence rules 'very soon'.RBI waiting for Budget picture.BoB plans to shed Rs 18,000-cr bulk deposits by March.Norms for appointment of CMDs in public sector banks relaxed.MFIs struggle to repay restructured loans.Dewan Housing Finance forays into education loan space.Manappuram net profit slumps 48%.Irda proposes 145% solvency margin for insurers.RBI for change in laws to deal with fake currency menace.Re seen strengthening to 53 a dollar by end-March.Libor accords leave banks facing 'massive' state claims.ECB to track impact of euro strengthening.Improve CDR of banks in Assam: Gogoi to RBI",neutral
